                                                                                                # Moto Sensor Log v1.1
                                                                                                # Device: samsung SM-S918B  
                                                                                                # Date: 2025-08-26T20:30:54-0300
                                                                                                # Calibration: {
#   "format_version": "2.0",
#   "timestamp": 1756251052127,
#   "device": "samsung SM-S918B",
#   "android_sdk": 35,
#   "reference": {
#     "gravity": [-1,600903, 8,095837, 5,700307],
#     "magnetic": [-1,206371, 11,799576, 20,166990],
#     "quaternion": [0,135237, -0,019463, 0,464172, 0,875144],
#     "euler_angles": {
#       "pitch": -53,82,
#       "roll": 15,69,
#       "azimuth": -154,43
#     },
#     "gyro_bias": [-0,045945, -0,039828, 0,011062]
#   },
#   "quality": {
#     "score": 84,3,
#     "samples": 103,
#     "duration_ms": 2063
#   },
#   "note": "Raw sensor data follows. Apply calibration during post-processing."
# }
                                                                                                # Schema: {
                                                                                                #   "version": "1.0",
                                                                                                #   "events": {
                                                                                                #     "GPS": {
                                                                                                #       "description": "GPS positioning data",
                                                                                                #       "frequency": "5-10Hz (adaptive)",
                                                                                                #       "fields": [
                                                                                                #         {"name": "data1", "type": "double", "unit": "degrees", "description": "latitude"},
                                                                                                #         {"name": "data2", "type": "double", "unit": "degrees", "description": "longitude"},
                                                                                                #         {"name": "data3", "type": "double", "unit": "meters", "description": "altitude_GPS"},
                                                                                                #         {"name": "data4", "type": "float", "unit": "m/s", "description": "speed"},
                                                                                                #         {"name": "data5", "type": "float", "unit": "degrees", "description": "bearing"},
                                                                                                #         {"name": "data6", "type": "float", "unit": "meters", "description": "accuracy"}
                                                                                                #       ]
                                                                                                #     },
                                                                                                #     "IMU": {
                                                                                                #       "description": "Inertial Measurement Unit data",
                                                                                                #       "frequency": "50-100Hz",
                                                                                                #       "fields": [
                                                                                                #         {"name": "data1", "type": "float", "unit": "m/s²", "description": "accel_X"},
                                                                                                #         {"name": "data2", "type": "float", "unit": "m/s²", "description": "accel_Y"},
                                                                                                #         {"name": "data3", "type": "float", "unit": "m/s²", "description": "accel_Z"},
                                                                                                #         {"name": "data4", "type": "float", "unit": "°/s", "description": "gyro_roll"},
                                                                                                #         {"name": "data5", "type": "float", "unit": "°/s", "description": "gyro_pitch"},
                                                                                                #         {"name": "data6", "type": "float", "unit": "°/s", "description": "gyro_yaw"}
                                                                                                #       ]
                                                                                                #     },
                                                                                                #     "BARO": {
                                                                                                #       "description": "Barometric pressure and altitude",
                                                                                                #       "frequency": "10-25Hz",
                                                                                                #       "fields": [
                                                                                                #         {"name": "data1", "type": "float", "unit": "meters", "description": "altitude_baro"},
                                                                                                #         {"name": "data2", "type": "float", "unit": "hPa", "description": "pressure"}
                                                                                                #       ]
                                                                                                #     },
                                                                                                #     "MAG": {
                                                                                                #       "description": "Magnetometer data",
                                                                                                #       "frequency": "10-25Hz",
                                                                                                #       "fields": [
                                                                                                #         {"name": "data1", "type": "float", "unit": "μT", "description": "mag_X"},
                                                                                                #         {"name": "data2", "type": "float", "unit": "μT", "description": "mag_Y"},
                                                                                                #         {"name": "data3", "type": "float", "unit": "μT", "description": "mag_Z"}
                                                                                                #       ]
                                                                                                #     }
                                                                                                #   }
                                                                                                # }
                                                                                                timestamp,sensor_type,data1,data2,data3,data4,data5,data6
1756251054238,IMU,-1.5876378,7.954939,5.68415,0.04856375,0.0097738365,-0.015729768
1756251054252,IMU,-1.5876378,7.954939,5.68415,0.029474225,0.0059559317,-0.011148282
1756251054252,IMU,-1.5820545,7.9485583,5.6733823,0.023111051,0.0046832967,-0.00962112
1756251054258,EVENT,SESSION_START,0,0.0,"Calibrated: pitch=-53,8°, roll=15,7°, quality=GOOD",,
1756251054261,IMU,-1.5792629,7.945368,5.6679983,0.016875139,0.002290743,-0.009086614
1756251054270,MAG,-0.4875,11.700001,19.81875,,,
1756251054271,IMU,-1.58022,7.9381895,5.6633325,0.013133591,8.552107E-4,-0.00876591
1756251054281,IMU,-1.5795023,7.929097,5.6554365,1.2217303E-4,4.276054E-4,-0.0074830935
1756251054291,IMU,-1.5847665,7.925029,5.6542397,-0.005253437,0.0015271622,-0.008032872
1756251054300,IMU,-1.5933807,7.9247894,5.659504,-0.011362085,0.0024434594,-0.008032872
1756251054311,MAG,1.125,11.2875,20.56875,,,
1756251054311,IMU,-1.6003199,7.9324465,5.6657257,-0.015027274,0.0047647455,-0.007849613
1756251054320,IMU,-1.6046269,7.9453673,5.6733828,-0.018325943,0.005070178,-0.0082161315
1756251054331,IMU,-1.6173089,7.9671426,5.6796036,-0.01869246,0.0028710647,-0.0082161315
1756251054339,IMU,-1.6240088,7.983892,5.6791253,-0.020402884,-0.0034208423,-0.007849613
1756251054349,IMU,-1.6350157,8.003035,5.689654,-0.021380266,-0.009529492,-0.008032871
1756251054349,MAG,0.01875,11.212501,21.0,,,
1756251054358,IMU,-1.6476977,8.01428,5.699225,-0.025595233,-0.017226387,-0.008277217
1756251054368,IMU,-1.661576,8.022894,5.723153,-0.03017672,-0.02290743,-0.007971784
1756251054373,BARO,-76.82676,1022.5117,,,,
1756251054379,IMU,-1.6670796,8.022655,5.748517,-0.038912088,-0.023151776,-0.008093958
1756251054388,IMU,-1.6814365,8.015955,5.793263,-0.04630355,-0.019303327,-0.00858265
1756251054390,MAG,-0.82500005,11.475,19.650002,,,
1756251054397,IMU,-1.6914864,8.006863,5.8270016,-0.055222176,-0.009162972,-0.008521562
1756251054407,IMU,-1.7106289,8.003992,5.8782077,-0.060903214,0.0025656312,-0.008399392
1756251054413,BARO,-76.810905,1022.50977,,,,
1756251054417,IMU,-1.7285751,8.003753,5.915057,-0.06322451,0.013072506,-0.0049174614
1756251054426,IMU,-1.7314465,8.009256,5.965785,-0.061391912,0.018142683,-0.001007927
1756251054430,MAG,0.84375006,11.512501,20.90625,,,
1756251054436,IMU,-1.7254645,8.02122,5.9971313,-0.051129382,0.016432263,0.006444623
1756251054446,IMU,-1.6938791,8.030791,6.027999,-0.039339695,0.008429934,0.013347395
1756251054453,BARO,-76.83204,1022.5127,,,,
1756251054456,IMU,-1.6532011,8.034142,6.0413985,-0.018142685,-0.004825832,0.020372342
1756251054465,IMU,-1.5955341,8.036534,6.0311093,-3.0543358E-4,-0.016859869,0.02403753
1756251054469,MAG,0.3,11.56875,21.112501,,,
1756251054474,IMU,-1.5529419,8.033184,6.006942,0.020402884,-0.026878053,0.024892742
